group_name,blob_name,local_path,size_bytes,download_status,sample_key
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_103757_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_103757_S1Hand.tif,698748,EXISTING,Bolivia_103757
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_129334_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_129334_S1Hand.tif,1764952,EXISTING,Bolivia_129334
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_195474_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_195474_S1Hand.tif,1769545,EXISTING,Bolivia_195474
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_23014_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_23014_S1Hand.tif,1320760,EXISTING,Bolivia_23014
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_233925_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_233925_S1Hand.tif,1343646,EXISTING,Bolivia_233925
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_242570_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_242570_S1Hand.tif,1770376,EXISTING,Bolivia_242570
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_290290_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_290290_S1Hand.tif,1784925,EXISTING,Bolivia_290290
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_294583_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_294583_S1Hand.tif,1786716,EXISTING,Bolivia_294583
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_312675_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_312675_S1Hand.tif,1721182,EXISTING,Bolivia_312675
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_314919_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_314919_S1Hand.tif,1773446,EXISTING,Bolivia_314919
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_360519_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_360519_S1Hand.tif,1704218,EXISTING,Bolivia_360519
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_379434_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_379434_S1Hand.tif,1771100,EXISTING,Bolivia_379434
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_432776_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_432776_S1Hand.tif,1437686,EXISTING,Bolivia_432776
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_60373_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_60373_S1Hand.tif,1507510,EXISTING,Bolivia_60373
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_76104_S1Hand.tif,data/external/sen1floods11/flood_sar/Bolivia_76104_S1Hand.tif,1774473,EXISTING,Bolivia_76104
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_103272_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_103272_S1Hand.tif,1787221,EXISTING,Ghana_103272
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_1033830_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_1033830_S1Hand.tif,1793558,EXISTING,Ghana_1033830
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_1078550_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_1078550_S1Hand.tif,1773589,EXISTING,Ghana_1078550
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_1089161_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_1089161_S1Hand.tif,1777953,EXISTING,Ghana_1089161
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_11745_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_11745_S1Hand.tif,1781920,EXISTING,Ghana_11745
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_124834_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_124834_S1Hand.tif,1777939,EXISTING,Ghana_124834
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_128663_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_128663_S1Hand.tif,1783654,EXISTING,Ghana_128663
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_132163_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_132163_S1Hand.tif,1796639,EXISTING,Ghana_132163
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_134751_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_134751_S1Hand.tif,266450,EXISTING,Ghana_134751
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_135389_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_135389_S1Hand.tif,177205,EXISTING,Ghana_135389
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_141271_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_141271_S1Hand.tif,1778110,EXISTING,Ghana_141271
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_141910_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_141910_S1Hand.tif,1796026,EXISTING,Ghana_141910
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_142312_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_142312_S1Hand.tif,1773214,EXISTING,Ghana_142312
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_144050_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_144050_S1Hand.tif,1769352,EXISTING,Ghana_144050
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_146222_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_146222_S1Hand.tif,1789318,EXISTING,Ghana_146222
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_147015_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_147015_S1Hand.tif,1779360,EXISTING,Ghana_147015
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_154838_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_154838_S1Hand.tif,1787044,EXISTING,Ghana_154838
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_156478_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_156478_S1Hand.tif,1782993,EXISTING,Ghana_156478
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_161233_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_161233_S1Hand.tif,1110286,EXISTING,Ghana_161233
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_167233_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_167233_S1Hand.tif,1777684,EXISTING,Ghana_167233
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_168875_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_168875_S1Hand.tif,1791206,EXISTING,Ghana_168875
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_187318_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_187318_S1Hand.tif,1781895,EXISTING,Ghana_187318
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_194723_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_194723_S1Hand.tif,1788001,EXISTING,Ghana_194723
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_234935_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_234935_S1Hand.tif,1786350,EXISTING,Ghana_234935
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_247288_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_247288_S1Hand.tif,1791611,EXISTING,Ghana_247288
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_24858_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_24858_S1Hand.tif,1781630,EXISTING,Ghana_24858
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_26376_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_26376_S1Hand.tif,1789725,EXISTING,Ghana_26376
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_264787_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_264787_S1Hand.tif,1788706,EXISTING,Ghana_264787
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_277_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_277_S1Hand.tif,1787883,EXISTING,Ghana_277
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_308249_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_308249_S1Hand.tif,1779677,EXISTING,Ghana_308249
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_313799_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_313799_S1Hand.tif,1789032,EXISTING,Ghana_313799
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_319168_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_319168_S1Hand.tif,1788399,EXISTING,Ghana_319168
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_359826_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_359826_S1Hand.tif,1780573,EXISTING,Ghana_359826
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_362274_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_362274_S1Hand.tif,1780956,EXISTING,Ghana_362274
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_406026_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_406026_S1Hand.tif,1770739,EXISTING,Ghana_406026
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_45911_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_45911_S1Hand.tif,1789542,EXISTING,Ghana_45911
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_495107_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_495107_S1Hand.tif,1779499,EXISTING,Ghana_495107
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_49890_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_49890_S1Hand.tif,1775719,EXISTING,Ghana_49890
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_5079_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_5079_S1Hand.tif,1788448,EXISTING,Ghana_5079
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_53713_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_53713_S1Hand.tif,1771472,EXISTING,Ghana_53713
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_597288_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_597288_S1Hand.tif,1781814,EXISTING,Ghana_597288
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_61925_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_61925_S1Hand.tif,1783007,EXISTING,Ghana_61925
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_7496_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_7496_S1Hand.tif,1784639,EXISTING,Ghana_7496
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_8090_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_8090_S1Hand.tif,1788077,EXISTING,Ghana_8090
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_83200_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_83200_S1Hand.tif,1786885,EXISTING,Ghana_83200
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_83483_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_83483_S1Hand.tif,1787911,EXISTING,Ghana_83483
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_866994_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_866994_S1Hand.tif,1792882,EXISTING,Ghana_866994
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_868803_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_868803_S1Hand.tif,1792880,EXISTING,Ghana_868803
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_887131_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_887131_S1Hand.tif,1782786,EXISTING,Ghana_887131
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_895194_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_895194_S1Hand.tif,1790590,EXISTING,Ghana_895194
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_953791_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_953791_S1Hand.tif,1772556,EXISTING,Ghana_953791
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_97059_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_97059_S1Hand.tif,1791086,EXISTING,Ghana_97059
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_97516_S1Hand.tif,data/external/sen1floods11/flood_sar/Ghana_97516_S1Hand.tif,1764609,EXISTING,Ghana_97516
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_1017769_S1Hand.tif,data/external/sen1floods11/flood_sar/India_1017769_S1Hand.tif,1654895,EXISTING,India_1017769
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_1018317_S1Hand.tif,data/external/sen1floods11/flood_sar/India_1018317_S1Hand.tif,1656795,EXISTING,India_1018317
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_1018327_S1Hand.tif,data/external/sen1floods11/flood_sar/India_1018327_S1Hand.tif,1670156,EXISTING,India_1018327
