sample_id,group,image_path,image_sha256,water_decision,safe_water_fraction,uncertain_fraction,oil_analysis_executed,candidate_count,accepted_candidate_count,scene_false_alarm,status,error
nc:nc-0038-00-000038,nc,data/external/dartis/raw/nc/nc-0038-00-000038.jpg,d9f05d86bdf70c8de602eb45dd17996e8401bff67f9bfb3452e55f99b4f54e59,UNCERTAIN_BLOCK,0.01442138671875,0.05322021484375,False,0,0,False,OK,
nc:nc-0140-01-000064,nc,data/external/dartis/raw/nc/nc-0140-01-000064.jpg,1dc7b8e210ae86f598ec7670ff5c7600b5c1942772814003f043b83a331d70a9,ACCEPT_WATER,0.40233154296875,0.16221923828125,True,3,3,True,OK,
nc:nc-0140-01-000064,nc,data/annotation/v06_dartis_water_targeted_hard_batch/images/nc__nc-0140-01-000064.png,429ae64dde9b32f25715cbb6c7ba043c5e7c8da50c6fcba5153fa433e5ce9b9c,ACCEPT_WATER,0.4748497009277344,0.09210205078125,True,4,4,True,OK,
nc:nc-0228-02-000068,nc,data/annotation/v06_dartis_water_targeted_hard_batch/images/nc__nc-0228-02-000068.png,775833876b3c2367de780761365f97caede169bcad73b8e996abb2dd0bac9a26,ACCEPT_WATER,0.059467315673828125,0.23924636840820312,True,2,2,True,OK,
nc:nc-0038-00-000038,nc,data/annotation/v06_dartis_water_targeted_hard_batch/images/nc__nc-0038-00-000038.png,e8fd626ecf2e42507fb20f5daf46ab5ba81c016e2ddbc67cf7e6993b1cfe2665,UNCERTAIN_BLOCK,0.007076263427734375,0.0592041015625,False,0,0,False,OK,
nc:nc-0038-00-000038,nc,data/external/dartis/cache/nc-0038-00-000038.jpg,d9f05d86bdf70c8de602eb45dd17996e8401bff67f9bfb3452e55f99b4f54e59,UNCERTAIN_BLOCK,0.01442138671875,0.05322021484375,False,0,0,False,OK,
nc:nc-0140-01-000064,nc,data/external/dartis/cache/nc-0140-01-000064.jpg,1dc7b8e210ae86f598ec7670ff5c7600b5c1942772814003f043b83a331d70a9,ACCEPT_WATER,0.40233154296875,0.16221923828125,True,3,3,True,OK,
nc:nc-0228-02-000068,nc,data/external/dartis/cache/nc-0228-02-000068.jpg,c16ba65e1936f1fefe4e79e71c35c007c4ff6c8a2f7dbbe73fae4954b6642885,UNCERTAIN_BLOCK,0.0316552734375,0.21473876953125,False,0,0,False,OK,
nc:nc-0038-00-000038,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0038-00-000038.png,2e49f52f0aee55bcc56f9a9cb0731648b09c22eda56ac7b628942e90fb64c131,ACCEPT_WATER,0.92454345703125,0.00980224609375,True,1,1,True,OK,
nc:nc-0140-01-000064,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0140-01-000064.png,0808a31fb8362ce0385d06500a109d52626bc1f4cdf9e8ae320f9f41bdd32bb6,ACCEPT_WATER,0.38079345703125,0.01498291015625,True,1,1,True,OK,
nc:nc-0228-02-000068,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0228-02-000068.png,a0527c9c8f30bde46b410604eda6f7ac377f9c9d93fba3d30ff457eac918b99c,ACCEPT_WATER,0.75770263671875,0.04198486328125,True,2,2,True,OK,
nc:nc-0038-00-000038,nc,data/derived/v06_water_masks_homography/land/nc/nc-0038-00-000038.png,80b47af5a6daef1d51e359b236f4c3f67e4c1cc360285846c7d0377cfdcb2774,UNCERTAIN_BLOCK,0.0022216796875,0.06481689453125,False,0,0,False,OK,
nc:nc-0140-01-000064,nc,data/derived/v06_water_masks_homography/land/nc/nc-0140-01-000064.png,f81ff9881601925ccf09c7f22552c0cc51754fbbff7c6ffc67586bb0610da647,ACCEPT_WATER,0.52486572265625,0.0855224609375,True,1,1,True,OK,
nc:nc-0228-02-000068,nc,data/derived/v06_water_masks_homography/land/nc/nc-0228-02-000068.png,30faec568d61be32bb28350ef34bb8831f31c94b87574f5b531fd41870432124,UNCERTAIN_BLOCK,0.046611328125,0.16956787109375,False,0,0,False,OK,
nc:nc-0038-00-000038,nc,data/derived/v06_water_masks/safe_water/nc/nc-0038-00-000038.png,3eded6980157a1d7c9787956f88ec0c53b942759473f6fcc21b88e00d43b9891,ACCEPT_WATER,0.92512451171875,0.00978759765625,True,1,1,True,OK,
nc:nc-0140-01-000064,nc,data/derived/v06_water_masks/safe_water/nc/nc-0140-01-000064.png,7e5bcbcc33a10b44046c1c002750e6093863143b7c01883ddeabbc52bf87cee1,ACCEPT_WATER,0.3807080078125,0.0149658203125,True,1,1,True,OK,
nc:nc-0228-02-000068,nc,data/derived/v06_water_masks/safe_water/nc/nc-0228-02-000068.png,3a6e26969f833ae4c3137d59ed3f20d3d6914ac689c7e1ebdf77c677ef6b11eb,ACCEPT_WATER,0.75776611328125,0.04188720703125,True,2,2,True,OK,
nc:nc-0038-00-000038,nc,data/derived/v06_water_masks/land/nc/nc-0038-00-000038.png,1b73bb78e541155bcbdd9094265c8d2fbbb2a3d1d23ca086f2d582289ca6e372,UNCERTAIN_BLOCK,0.00171875,0.0643603515625,False,0,0,False,OK,
nc:nc-0140-01-000064,nc,data/derived/v06_water_masks/land/nc/nc-0140-01-000064.png,e77ca33b7ba7f52103c111f5a706e4ca2c98f42822d306cbfdc5668aa7c37aff,ACCEPT_WATER,0.52533935546875,0.0852294921875,True,1,1,True,OK,
nc:nc-0228-02-000068,nc,data/derived/v06_water_masks/land/nc/nc-0228-02-000068.png,bb117b73d6c0feabf39454703086c5b2ea4167b8252092465cbae4aeee504774,UNCERTAIN_BLOCK,0.005556640625,0.2092578125,False,0,0,False,OK,
nc:nc-0087-01-000011,nc,data/external/dartis/cache/nc-0087-01-000011.jpg,b9cbd579547b823e1682c71f94f81a98956abc6dcd499424128c1129b89cca1f,ACCEPT_WATER,0.5736279296875,0.0873681640625,True,0,0,False,OK,
nc:nc-0018-00-000018,nc,data/external/dartis/raw/nc/nc-0018-00-000018.jpg,86d72e249e97c5708de4530d1f99246a59d4f662350a8fc2502aed1634ec4cd5,ACCEPT_WATER,0.399130859375,0.044072265625,True,2,2,True,OK,
03f5a02fe951bee7ac468078,nc,data/external/dartis/raw/nc/nc-0143-01-000067.jpg,238230d05050351c2655b519939bf5b132b8240eba36b14a672b1be2cbef2208,ACCEPT_WATER,0.7736474609375,0.025068359375,True,7,7,True,OK,
nc:nc-0014-00-000014,nc,data/derived/v06_water_masks/land/nc/nc-0014-00-000014.png,fa6ff6ef4ec4fd2068d78ce2c8fa07364459a2c09b701ff1c0eccc90d070053a,ACCEPT_WATER,0.30801025390625,0.02003173828125,True,2,2,True,OK,
nc:nc-0227-02-000067,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0227-02-000067.png,864291844c9a29c01d8e74ffe69b2a10edf7afb08690dcc100a31a0853f979b8,ACCEPT_WATER,0.77295654296875,0.02500732421875,True,1,1,True,OK,
nc:nc-0087-01-000011__hard_01__x112_y336,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0087-01-000011__hard_01__x112_y336.png,26b15eed70523a5324208d3dbe0f49387b9ed9e73a55a1f1bb5ef98ced011902,ACCEPT_WATER,0.5581353635204082,0.032146843112244895,True,0,0,False,OK,
nc:nc-0332-04-000053,nc,data/external/dartis/cache/nc-0332-04-000053.jpg,05b44660fc0ad3ecd3be1e225c820d1230f0192b9a9fbc2664e0414331562206,ACCEPT_WATER,0.68733154296875,0.0419580078125,True,9,9,True,OK,
nc:nc-0100-01-000024,nc,data/external/dartis/cache/nc-0100-01-000024.jpg,78e6f58811fb107d595f063b13dfe87d7e4141eb8787c44300f05c8aa3a2599a,UNCERTAIN_BLOCK,0.31294189453125,0.4509423828125,False,0,0,False,OK,
nc:nc-0107-01-000031,nc,data/derived/v06_water_masks_homography/land/nc/nc-0107-01-000031.png,90de86f16d9f02bf7f385526faadadcd94e836949396fe5b026f0719197f9fbc,ACCEPT_WATER,0.40350830078125,0.01358642578125,True,1,1,True,OK,
nc:nc-0278-03-000043,nc,data/derived/v06_water_masks_homography/land/nc/nc-0278-03-000043.png,ba3d178c658dc89192b9ed29f836b445a654b41c3eac2c87bf23c0dadd00d44b,ACCEPT_WATER,0.10755859375,0.02402099609375,True,2,2,True,OK,
nc:nc-0132-01-000056__easy_01__x0_y224,nc,data/external/dartis/processed/verifier_negative/validation/nc/easy/nc-0132-01-000056__easy_01__x0_y224.png,1286d84e6a878f02c1d4df3ade9f759182c1979fe6774aab8646e256d12fdce6,ACCEPT_WATER,0.08687420280612244,0.2156608737244898,True,1,1,True,OK,
nc:nc-0104-01-000028,nc,data/derived/v06_water_masks/safe_water/nc/nc-0104-01-000028.png,f50903827899d3a4c1716ec43bdbd1f5a2a121bbdd72e6faf36c797de92ad714,ACCEPT_WATER,0.23822265625,0.0238916015625,True,2,2,True,OK,
nc:nc-0263-03-000028,nc,data/external/dartis/cache/nc-0263-03-000028.jpg,9a35f1924795cd41e0361e599955cb0baa664b9efd4bca87cb3e1d6dc1b8a2c8,ACCEPT_WATER,0.2384423828125,0.14184814453125,True,0,0,False,OK,
nc:nc-0244-03-000009,nc,data/external/dartis/cache/nc-0244-03-000009.jpg,189267fcc6076fcca4b08af2c32a8dbb78f361a363b6b5b84c95013d7fcf1a0e,UNCERTAIN_BLOCK,0.01033447265625,0.2781201171875,False,0,0,False,OK,
nc:nc-0298-04-000019__hard_02__x112_y416,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0298-04-000019__hard_02__x112_y416.png,ddb3730a022df1de68d73fbf3e61d6d3b0a0650baf27d561c814462c59757dcd,ACCEPT_WATER,0.24348294005102042,0.22540656887755103,True,2,2,True,OK,
nc:nc-0150-01-000074__hard_01__x416_y416,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0150-01-000074__hard_01__x416_y416.png,c93267f9438e54017416b05e31843d908b92ede819344fd5385ed08b8dd2f95b,ACCEPT_WATER,0.9623325892857143,0.03766741071428571,True,2,1,True,OK,
nc:nc-0105-01-000029__hard_01__x224_y416,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0105-01-000029__hard_01__x224_y416.png,769aa15e6afa3861aa17b3e0fedc2416b338120c9d225e03c9080880bec11bcf,ACCEPT_WATER,0.6457669005102041,0.022979113520408163,True,3,3,True,OK,
nc:nc-0248-03-000013__hard_02__x112_y336,nc,data/external/dartis/processed/verifier_negative/validation/nc/hard/nc-0248-03-000013__hard_02__x112_y336.png,9d39ffb172cf80e10bca94873bd9763ae12ef2e9bebdb28858dfc61228093956,ACCEPT_WATER,0.5690170599489796,0.1651985012755102,True,3,3,True,OK,
nc:nc-0347-04-000068,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0347-04-000068.png,23dcad6112c2c3e890c46e8ee7c90dc89c4c30aa1cb62ec991514df7f8311795,ACCEPT_WATER,0.8021875,0.02482421875,True,1,1,True,OK,
nc:nc-0286-04-000007,nc,data/external/dartis/raw/nc/nc-0286-04-000007.jpg,e364832d59fad6b7091eb09cdb5ccaf78f01edaff1c9d908d989bbf101af94f4,ACCEPT_WATER,0.89118408203125,0.09043212890625,True,4,4,True,OK,
nc:nc-0256-03-000021,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0256-03-000021.png,37e5925620116200e08a6a56755a7cc4be606da67c802ce579b8a22bcf9b7bbe,ACCEPT_WATER,0.7544677734375,0.0251904296875,True,1,1,True,OK,
nc:nc-0326-04-000047,nc,data/external/dartis/cache/nc-0326-04-000047.jpg,15cc26afe9d83e96fbbc08fa57521a26acf459c06644514a1f88357f72486e9d,ACCEPT_WATER,0.73270751953125,0.14881591796875,True,2,2,True,OK,
nc:nc-0106-01-000030,nc,data/derived/v06_water_masks/safe_water/nc/nc-0106-01-000030.png,e48786d32708c43dc16c352c34175dd92149db94d53a5dd6ad88a6dcdc3b4296,UNCERTAIN_BLOCK,0.0,0.01839111328125,False,0,0,False,OK,
nc:nc-0013-00-000013,nc,data/external/dartis/raw/nc/nc-0013-00-000013.jpg,9b68ccf0f447ebc0b26f9dd2b5db26546880221d61926849cea515384d8ed4d5,ACCEPT_WATER,0.51729248046875,0.03378662109375,True,5,3,True,OK,
nc:nc-0273-03-000038__hard_01__x416_y0,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0273-03-000038__hard_01__x416_y0.png,9aeac2fc901edaa4b64e960b8c3af469172b1788d88a0c1ecf27b946cd6158b5,ACCEPT_WATER,0.7313855229591837,0.027064732142857144,True,4,3,True,OK,
nc:nc-0157-01-000081,nc,data/derived/v06_water_masks_homography/land/nc/nc-0157-01-000081.png,075f6a05028e7f508ab1232d63e7146cc541c65935623faa798b1b1f6af0579a,ACCEPT_WATER,0.3113232421875,0.019541015625,True,2,2,True,OK,
nc:nc-0207-02-000047__hard_01__x0_y416,nc,data/external/dartis/processed/verifier_negative/validation/nc/hard/nc-0207-02-000047__hard_01__x0_y416.png,af53e8485a032dc3fc8240a5fc4df11d9a38883a910e2c9aecf268bbb0cc04c7,ACCEPT_WATER,0.3444674744897959,0.1015625,True,0,0,False,OK,
nc:nc-0001-00-000001__easy_01__x416_y0,nc,data/external/dartis/processed/verifier_negative/train/nc/easy/nc-0001-00-000001__easy_01__x416_y0.png,60b4a7cc1055cc15a0c18dc51f5e923ffe0088464291165c711fcf8b38f17041,ACCEPT_WATER,0.9505141900510204,0.049485809948979595,True,0,0,False,OK,
nc:nc-0340-04-000061,nc,data/derived/v06_water_masks_homography/land/nc/nc-0340-04-000061.png,11f5bf3423c6e88a955b6f6f9f9b8a11453ae3657c2c462156c4fe67198ea01a,ACCEPT_WATER,0.32649658203125,0.01569091796875,True,1,1,True,OK,
nc:nc-0294-04-000015,nc,data/derived/v06_water_masks/land/nc/nc-0294-04-000015.png,d527feae65f53d5b27ae3f31c4aa279153069f7dd9cfaea89642d8405057a9e9,ACCEPT_WATER,0.78576904296875,0.02532958984375,True,1,1,True,OK,
nc:nc-0027-00-000027,nc,data/external/dartis/raw/nc/nc-0027-00-000027.jpg,3a337ced3e9fe7bda4ebff1c9422d3459a75122705d280334933b0bb74f3c964,ACCEPT_WATER,0.9379296875,0.04782958984375,True,2,2,True,OK,
nc:nc-0183-02-000023,nc,data/derived/v06_water_masks/land/nc/nc-0183-02-000023.png,5e63208821a4a46b2589dbcb85b6631e4838b8800d63ec24a612a5a807a55e04,ACCEPT_WATER,0.222919921875,0.03422119140625,True,1,1,True,OK,
nc:nc-0083-01-000007,nc,data/external/dartis/cache/nc-0083-01-000007.jpg,6d6f4c976fa91844c1f82518a1c31447dfd43f95d11cbc157da46e2f39cdad1c,ACCEPT_WATER,0.87675537109375,0.01270751953125,True,5,5,True,OK,
nc:nc-0071-00-000071__hard_02__x112_y336,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0071-00-000071__hard_02__x112_y336.png,974bf24ffd7041d3abc42b7ae51edac4daa29194f7353999736beee77972dd6e,UNCERTAIN_BLOCK,0.3156887755102041,0.35580755739795916,False,0,0,False,OK,
nc:nc-0099-01-000023,nc,data/derived/v06_water_masks/safe_water/nc/nc-0099-01-000023.png,2f49f1a569e19f3631338c85ee63325b60ae5c53ab20a78ef83551d0a72e49f4,ACCEPT_WATER,0.81039794921875,0.02500244140625,True,1,1,True,OK,
